Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2025-05-10 17:02,2025-05-10 17:52,"Pulldowns",180,8,"125 lbs x 12  140 lbs x 6  170lbs x 3 ",,,,Back,"",
2025-05-10 17:02,2025-05-10 17:52,"Pulldowns",180,6,"rpe 9.5",,,,Back,"",
2025-05-10 17:02,2025-05-10 17:52,"Pulldowns",190,4,"rpe 9.5",,,,Back,"",
2025-05-10 17:02,2025-05-10 17:52,"Dumbbell Bicep Curl",,,"",,,,Biceps,"",
2025-05-10 17:02,2025-05-10 17:52,"Dumbbell Bicep Curl",,,"",,,,Biceps,"",
2025-05-10 17:02,2025-05-10 17:52,"Dumbbell Bicep Curl",,,"",,,,Biceps,"",
2025-05-10 17:02,2025-05-10 17:52,"Dumbbell Bicep Curl",,,"double db curl 20lbs x 10 25lbs x 5, 25x7 ",,,,Biceps,"",
2025-05-10 17:02,2025-05-10 17:52,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-05-10 17:02,2025-05-10 17:52,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-05-10 17:02,2025-05-10 17:52,"Barbell Row",115,10,"low back sus",,,,Back,"",
2025-05-10 17:02,2025-05-10 17:52,"Barbell Row",115,10,"still kinda sus",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Pull Up",35,6,"3 mins rest rpe 9.5",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Pull Up",35,5,"3 mins rest rpe 9.5",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Pull Up",35,4,"3 mins rest rpe 9.5",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Pull Up",0,10,"top end of mvt is horribly weak",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-05-03 19:33,2025-05-03 21:19,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-05-03 19:33,2025-05-03 21:19,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-05-03 19:33,2025-05-03 21:19,"shoulder proof",20,10,"nice tuff",,,,Shoulders,"",
2025-05-03 19:33,2025-05-03 21:19,"Seated Row",145,10,"rpe 9 feeling weak af",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Seated Row",145,11,"rpe 9.5 ",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"Seated Row",145,8,"rpe 9.5 ",,,,Back,"",
2025-05-03 19:33,2025-05-03 21:19,"v squat",,,"",,,,Legs,"",
2025-05-03 19:33,2025-05-03 21:19,"v squat",,,"",,,,Legs,"",
2025-05-03 19:33,2025-05-03 21:19,"v squat",,,"",,,,Legs,"",
2025-05-03 19:33,2025-05-03 21:19,"v squat",,,"",,,,Legs,"",
2025-04-30 11:09,2025-04-30 12:23,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-30 11:09,2025-04-30 12:23,"Pull Up",25,7,"3 mins rest rpe 9.5",,,,Back,"",
2025-04-30 11:09,2025-04-30 12:23,"Pull Up",25,5,"3 mins rest rpe 9",,,,Back,"",
2025-04-30 11:09,2025-04-30 12:23,"Pull Up",25,4,"3 mins rest rpe 9",,,,Back,"",
2025-04-30 11:09,2025-04-30 12:23,"Pull Up",0,8,"top end of mvt is horribly weak",,,,Back,"",
2025-04-30 11:09,2025-04-30 12:23,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-30 11:09,2025-04-30 12:23,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-30 11:09,2025-04-30 12:23,"power clean",125,6,"wup 6 x 45 lbs 4 x 65 lbs 2 x 95 lbs 1 x 115",,,,Legs,"",
2025-04-30 11:09,2025-04-30 12:23,"power clean",125,6,"bruh i tried to curl the bar im cooked",,,,Legs,"",
2025-04-30 11:09,2025-04-30 12:23,"power clean",115,7,"good, tryna get form down",,,,Legs,"",
2025-04-30 11:09,2025-04-30 12:23,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-04-30 11:09,2025-04-30 12:23,"shoulder proof",20,10,"nice",,,,Shoulders,"",
2025-04-30 11:09,2025-04-30 12:23,"shoulder proof",20,10,"nice",,,,Shoulders,"",
2025-04-30 11:09,2025-04-30 12:23,"Dumbbell Bicep Curl",13,10,"ayt need to focus on right hand stability",,,,Biceps,"",
2025-04-30 11:09,2025-04-30 12:23,"Dumbbell Bicep Curl",17,10,"right is super wobbly by 8",,,,Biceps,"",
2025-04-30 11:09,2025-04-30 12:23,"Dumbbell Bicep Curl",17,8,"right wrist cooked by 5",,,,Biceps,"",
2025-04-26 22:42,2025-04-26 23:05,"ATG split squat",45,8,"10 bw",,,,Legs,"",
2025-04-26 22:42,2025-04-26 23:05,"ATG split squat",80,7,"difficult but good form throughout",,,,Legs,"",
2025-04-26 22:42,2025-04-26 23:05,"ATG split squat",60,10,"rpe 8  left knee right quad LMAO",,,,Legs,"",
2025-04-26 22:42,2025-04-26 23:05,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-26 22:42,2025-04-26 23:05,"Pull Up",25,7,"3 mins rest rpe 10",,,,Back,"",
2025-04-26 22:42,2025-04-26 23:05,"Pull Up",25,4,"3 mins rest rpe 9",,,,Back,"",
2025-04-26 22:42,2025-04-26 23:05,"Pull Up",25,1,"3 mins rest rpe 9",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Pull Up",35,6,"3 mins rest rpe 10",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Pull Up",35,5,"3 mins rest rpe 9.5",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Pull Up",35,4," 3 mins rpe 9.5",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Pull Up",13,8," rpe 9.5",,,,Back,"",
2025-04-22 20:23,2025-04-22 21:32,"Dumbbell Bicep Curl",13,10,"ayt need to focus on right hand stability",,,,Biceps,"",
2025-04-22 20:23,2025-04-22 21:32,"Dumbbell Bicep Curl",17,9,"right is super wobbly by 8",,,,Biceps,"",
2025-04-22 20:23,2025-04-22 21:32,"Dumbbell Bicep Curl",17,8,"right wrist cooked by 5",,,,Biceps,"",
2025-04-22 20:23,2025-04-22 21:32,"Dumbbell Bicep Curl",17,5,"r wrist cooked",,,,Biceps,"",
2025-04-22 20:23,2025-04-22 21:32,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-04-22 20:23,2025-04-22 21:32,"shoulder proof",18,11,"nice",,,,Shoulders,"",
2025-04-22 20:23,2025-04-22 21:32,"shoulder proof",18,10,"nice",,,,Shoulders,"",
2025-04-22 20:23,2025-04-22 21:32,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-22 20:23,2025-04-22 21:32,"lu raises",10,13,"feelsgood",,,,Shoulders,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",25,10,"",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",40,8,"",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",55,4,"",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",65,9,"rpe 9.5",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",65,8,"rpe 9.5",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"Incline Dumbbell Press",65,6,"rpe 9.5",,,,Chest,"",
2025-04-19 18:34,2025-04-19 19:42,"v squat",90,6,"",,,,Legs,"",
2025-04-19 18:34,2025-04-19 19:42,"v squat",110,8,"",,,,Legs,"",
2025-04-19 18:34,2025-04-19 19:42,"v squat",110,8,"",,,,Legs,"",
2025-04-19 18:34,2025-04-19 19:42,"v squat",110,8,"",,,,Legs,"",
2025-04-19 18:34,2025-04-19 19:42,"Dips",0,0,"3 x 20 lbs 2 x 35 lbs  nah no wup cuz benched alr",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"Dips",25,7,"",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"Dips",45,4,"rpe 9.5",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"Dips",45,4,"rpe 9.5",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-19 18:34,2025-04-19 19:42,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-19 18:34,2025-04-19 19:42,"above head db tricep extension",20,10,"",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"above head db tricep extension",25,6,"",,,,Triceps,"",
2025-04-19 18:34,2025-04-19 19:42,"above head db tricep extension",25,6,"",,,,Triceps,"",
2025-04-15 18:28,2025-04-15 20:07,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-15 18:28,2025-04-15 20:07,"Pull Up",35,5,"3 mins rest rpe 9",,,,Back,"",
2025-04-15 18:28,2025-04-15 20:07,"Pull Up",35,5,"3 mins rest rpe 9.5",,,,Back,"",
2025-04-15 18:28,2025-04-15 20:07,"Pull Up",35,4," 3 mins rpe 9.5",,,,Back,"",
2025-04-15 18:28,2025-04-15 20:07,"Pull Up",13,7," rpe 9.5",,,,Back,"",
2025-04-15 18:28,2025-04-15 20:07,"Dumbbell Bicep Curl",13,10,"ayt need to focus on right hand stability",,,,Biceps,"",
2025-04-15 18:28,2025-04-15 20:07,"Dumbbell Bicep Curl",17,8,"right is super wobbly by 8",,,,Biceps,"",
2025-04-15 18:28,2025-04-15 20:07,"Dumbbell Bicep Curl",17,8,"right wrist cooked by 5",,,,Biceps,"",
2025-04-15 18:28,2025-04-15 20:07,"Dumbbell Bicep Curl",13,8,"r wrist cooked",,,,Biceps,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",25,10,"",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",40,8,"",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",50,4,"",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",65,8,"rpe 9",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",65,7,"rpe 9.5",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"Incline Dumbbell Press",65,4,"rpe 9.5",,,,Chest,"",
2025-04-15 18:28,2025-04-15 20:07,"ATG split squat",45,8,"",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"ATG split squat",85,6,"first rep left knee made me cringe difficult but good form throughout",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"ATG split squat",65,9,"rpe 8  left knee right quad LMAO",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"patrick step up",0,25,"good",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"patrick step up",10,15,"big slanted",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"patrick step up",20,14,"slanted  good",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"patrick step up",20,6,"slanted  feels good act  been a while so doing 6 instead of 12",,,,Legs,"",
2025-04-15 18:28,2025-04-15 20:07,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-04-15 18:28,2025-04-15 20:07,"shoulder proof",15,11,"nice",,,,Shoulders,"",
2025-04-15 18:28,2025-04-15 20:07,"shoulder proof",15,12,"nice",,,,Shoulders,"",
2025-04-15 18:28,2025-04-15 20:07,"lu raises",10,15,"feelsgood",,,,Shoulders,"",
2025-04-07 18:22,2025-04-07 19:32,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-07 18:22,2025-04-07 19:32,"Pull Up",35,4,"3 mins rest rpe 9",,,,Back,"",
2025-04-07 18:22,2025-04-07 19:32,"Pull Up",35,5,"3 mins rest rpe 9.5",,,,Back,"",
2025-04-07 18:22,2025-04-07 19:32,"Pull Up",35,5," 3 mins rpe 10",,,,Back,"",
2025-04-07 18:22,2025-04-07 19:32,"Pull Up",0,8,"body weight rpe 9.5",,,,Back,"",
2025-04-07 18:22,2025-04-07 19:32,"Dumbbell Bicep Curl",13,10,"ayt need to focus on right hand stability",,,,Biceps,"",
2025-04-07 18:22,2025-04-07 19:32,"Dumbbell Bicep Curl",17,8,"right is super wobbly by 8",,,,Biceps,"",
2025-04-07 18:22,2025-04-07 19:32,"Dumbbell Bicep Curl",17,8,"right wrist cooked by 5",,,,Biceps,"",
2025-04-07 18:22,2025-04-07 19:32,"Dumbbell Bicep Curl",13,6,"r wrist cooked, 3 negatives",,,,Biceps,"",
2025-04-07 18:22,2025-04-07 19:32,"jump rope",,,"",,,600,Cardio,"",
2025-04-07 18:22,2025-04-07 19:32,"sprints",,,"",0,0,8,Cardio,"",
2025-04-07 18:22,2025-04-07 19:32,"sprints",,,"",0,0,10,Cardio,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",25,10,"",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",40,8,"",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",50,4,"",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",60,8,"",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",60,8,"",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"Incline Dumbbell Press",50,9,"rpe 9.5",,,,Chest,"",
2025-04-05 15:19,2025-04-05 16:51,"back extension",0,12,"25lbs x 6 ",,,,Back,"",
2025-04-05 15:19,2025-04-05 16:51,"back extension",45,9,"",,,,Back,"",
2025-04-05 15:19,2025-04-05 16:51,"back extension",45,10,"",,,,Back,"",
2025-04-05 15:19,2025-04-05 16:51,"back extension",45,10,"",,,,Back,"",
2025-04-05 15:19,2025-04-05 16:51,"Dips",0,0,"3 x 20 lbs 2 x 35 lbs  nah no wup cuz benched alr",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"Dips",25,6,"",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"Dips",45,4,"rpe 9.5",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"Dips",45,3,"rpe 9.5",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"above head db tricep extension",20,10,"",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"above head db tricep extension",25,4,"",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"above head db tricep extension",25,5,"",,,,Triceps,"",
2025-04-05 15:19,2025-04-05 16:51,"Squat",45,10,"",,,,Legs,"",
2025-04-05 15:19,2025-04-05 16:51,"Squat",65,6,"super slanted narrow ",,,,Legs,"",
2025-04-05 15:19,2025-04-05 16:51,"Squat",115,8,"feelsgreat",,,,Legs,"",
2025-04-05 15:19,2025-04-05 16:51,"Squat",95,8,"feelsgreat",,,,Legs,"",
2025-04-05 15:19,2025-04-05 16:51,"Squat",95,8,"feelsgreat",,,,Legs,"",
2025-04-01 19:11,2025-04-01 20:05,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"Pull Up",35,4,"3 mins rest rpe 9",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"Pull Up",35,4,"3 mins rest rpe 9.5",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"Pull Up",35,4," 3 mins rpe 9.5",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"Pull Up",0,8,"body weight",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"trap 3 raise",10,12,"hard as f",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"trap 3 raise",10,12,"",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"lu raises",10,14,"feelsgood",,,,Shoulders,"",
2025-04-01 19:11,2025-04-01 20:05,"face pulls",80,15,"",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"face pulls",80,15,"",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"face pulls",80,15,"",,,,Back,"",
2025-04-01 19:11,2025-04-01 20:05,"Dumbbell Bicep Curl",13,8,"right is super wobbly",,,,Biceps,"",
2025-04-01 19:11,2025-04-01 20:05,"Dumbbell Bicep Curl",13,10,"right is super wobbly",,,,Biceps,"",
2025-04-01 19:11,2025-04-01 20:05,"Dumbbell Bicep Curl",13,10,"right is super wobbly by rep 8 rep wrist gg",,,,Biceps,"",
2025-04-01 19:11,2025-04-01 20:05,"patrick step up",0,25,"good",,,,Legs,"",
2025-04-01 19:11,2025-04-01 20:05,"patrick step up",10,15,"big slanted",,,,Legs,"",
2025-04-01 19:11,2025-04-01 20:05,"patrick step up",20,12,"slanted  good",,,,Legs,"",
2025-04-01 19:11,2025-04-01 20:05,"patrick step up",20,12,"slanted  feels good act",,,,Legs,"",
2025-04-01 19:11,2025-04-01 20:05,"toes to bar",0,10,"",,,,Abs,"",
2025-04-01 19:11,2025-04-01 20:05,"toes to bar",0,4,"dying",,,,Abs,"",
2025-03-29 15:04,2025-03-29 16:12,"Pull Up",0,5,"wup  13 lbs x 3 26 lbs x 2",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Pull Up",30,6,"3.5 mins rest",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Pull Up",30,3,"3 mins rest rpe 9.5",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Pull Up",30,3," rpe 9.5",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"lu raises",10,14,"feelsgood",,,,Shoulders,"",
2025-03-29 15:04,2025-03-29 16:12,"lu raises",10,14,"feelsgood",,,,Shoulders,"",
2025-03-29 15:04,2025-03-29 16:12,"Pulldowns",170,7,"rpe 9",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Pulldowns",180,5,"rpe 9.5",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Pulldowns",160,7,"rpe 9.5",,,,Back,"",
2025-03-29 15:04,2025-03-29 16:12,"Dumbbell Bicep Curl",20,8,"not bad 25lbs x 3",,,,Biceps,"",
2025-03-29 15:04,2025-03-29 16:12,"Dumbbell Bicep Curl",13,5,"right is super wobbly",,,,Biceps,"",
2025-03-29 15:04,2025-03-29 16:12,"Dumbbell Bicep Curl",13,10,"right is super wobbly",,,,Biceps,"",
2025-03-29 15:04,2025-03-29 16:12,"Dumbbell Bicep Curl",13,10,"right is super wobbly",,,,Biceps,"",
2025-03-27 19:26,2025-03-27 20:53,"Incline Bench Press",135,7,"rpe 9.5",,,,Chest,"",
2025-03-27 19:26,2025-03-27 20:53,"Incline Bench Press",135,7,"rpe 9.5",,,,Chest,"",
2025-03-27 19:26,2025-03-27 20:53,"Incline Bench Press",135,7,"rpe 9.5",,,,Chest,"",
2025-03-27 19:26,2025-03-27 20:53,"Incline Bench Press",0,0,"bar warmup x 10 95 lbs x 6 warmup 115 x 3   ",,,,Chest,"",
2025-03-27 19:26,2025-03-27 20:53,"back extension",0,12,"16 lbs x 7",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"back extension",45,9,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"back extension",45,9,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"back extension",45,7,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"Dips",,,"3 x 20 lbs 2 x 35 lbs  nah no wup cuz benched alr",,,,Triceps,"",
2025-03-27 19:26,2025-03-27 20:53,"Dips",25,5,"",,,,Triceps,"",
2025-03-27 19:26,2025-03-27 20:53,"Dips",45,3,"rpe 9.5",,,,Triceps,"",
2025-03-27 19:26,2025-03-27 20:53,"Dips",45,3,"rpe 9.5",,,,Triceps,"",
2025-03-27 19:26,2025-03-27 20:53,"face pulls",70,15,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"face pulls",80,15,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"face pulls",80,15,"",,,,Back,"",
2025-03-27 19:26,2025-03-27 20:53,"Squat",45,5,"wup",,,,Legs,"",
2025-03-27 19:26,2025-03-27 20:53,"Squat",65,6,"super slanted narrow",,,,Legs,"",
2025-03-27 19:26,2025-03-27 20:53,"Squat",95,9,"feelsgreat",,,,Legs,"",
2025-03-27 19:26,2025-03-27 20:53,"Squat",95,8,"feelsgreat",,,,Legs,"",
2025-03-27 19:26,2025-03-27 20:53,"Squat",95,5,"feeeeels",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"Pull Up",0,4,"wup  13 lbs x 2 26 lbs x 2",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"Pull Up",25,6,"2.5 mins rest",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"Pull Up",25,6,"2.5 mins rest rpe 9.5",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"Pull Up",25,5,"2.5 mins rest rpe 9.5",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"patrick step up",0,25,"slanted THATS WHY it felt off",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"patrick step up",10,15,"slanted",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"patrick step up",15,12,"slanted  ",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"patrick step up",15,12,"slanted  feels good act",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"Dumbbell Bicep Curl",20,3,"right wrist :(",,,,Biceps,"",
2025-03-25 20:01,2025-03-25 21:26,"ATG split squat",45,8,"",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"ATG split squat",85,6,"difficult but good form throughout",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"ATG split squat",85,5,"rpe 10  left knee right quad LMAO",,,,Legs,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",45,10,"wup",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",65,6,"normal ",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",85,1,"normal",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",85,8,"good",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",85,8,"good",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"seated gm",85,8,"good",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"lu raises",10,12,"feelsgood",,,,Shoulders,"",
2025-03-25 20:01,2025-03-25 21:26,"lu raises",10,14,"feelsgood",,,,Shoulders,"",
2025-03-25 20:01,2025-03-25 21:26,"Pulldowns",170,7,"rpe 9",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"Pulldowns",180,6,"rpe 9",,,,Back,"",
2025-03-25 20:01,2025-03-25 21:26,"Pulldowns",180,5,"rpe 9.50",,,,Back,"",
2025-03-22 14:41,2025-03-22 16:13,"incline machine press",170,6,"50 lbs x 10 90 lbs x 6 140 lbs x 3",,,,Chest,"",
2025-03-22 14:41,2025-03-22 16:13,"incline machine press",170,6,"tough",,,,Chest,"",
2025-03-22 14:41,2025-03-22 16:13,"incline machine press",170,6,"tough",,,,Chest,"",
2025-03-22 14:41,2025-03-22 16:13,"incline machine press",150,8,"",,,,Chest,"",
2025-03-22 14:41,2025-03-22 16:13,"forearm ",,,"",,,,Biceps,"",
2025-03-22 14:41,2025-03-22 16:13,"forearm ",,,"",,,,Biceps,"",
2025-03-22 14:41,2025-03-22 16:13,"forearm ",,,"",,,,Biceps,"",
2025-03-22 14:41,2025-03-22 16:13,"Dips",0,5,"3 x 20 lbs 2 x 35 lbs",,,,Triceps,"",
2025-03-22 14:41,2025-03-22 16:13,"Dips",35,5,"rpe 9.5",,,,Triceps,"",
2025-03-22 14:41,2025-03-22 16:13,"Dips",35,5,"rpe 9.5",,,,Triceps,"",
2025-03-22 14:41,2025-03-22 16:13,"lu raises",10,10,"feelsgood",,,,Shoulders,"",
2025-03-22 14:41,2025-03-22 16:13,"lu raises",10,13,"feelsgood tough",,,,Shoulders,"",
2025-03-22 14:41,2025-03-22 16:13,"lu raises",,,"",,,,Shoulders,"",
2025-03-22 14:41,2025-03-22 16:13,"deadhang",0,,"",,,75,Back,"",
2025-03-22 14:41,2025-03-22 16:13,"deadhang",0,,"dead af",,,65,Back,"",
2025-03-22 14:41,2025-03-22 16:13,"deadhang",0,0,"not bad",,,70,Back,"",
2025-03-22 14:41,2025-03-22 16:13,"fraser 10 mins",,,"",,,,Abs,"",
2025-03-15 14:57,2025-03-15 16:19,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",45,10,"wup",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",65,6,"normal ",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",85,1,"normal",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",85,7,"hard, dont want to overdo it",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",80,9,"tuff, ok tho ",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"seated gm",75,11,"good, tuff",,,,Back,"",
2025-03-15 14:57,2025-03-15 16:19,"forearm ",15,10,"ext flex good  honestly doesnt feel great",,,,Biceps,"",
2025-03-15 14:57,2025-03-15 16:19,"forearm ",15,15,"15 flex 13 ext  feel good",,,,Biceps,"",
2025-03-15 14:57,2025-03-15 16:19,"power clean",115,6,"wup 6 x 45 lbs 4 x 65 lbs 2 x 95 lbs",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"power clean",115,6,"good, tryna get form down",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"power clean",115,6,"good, tryna get form down",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"ATG split squat",45,8,"",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"ATG split squat",75,8,"",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"ATG split squat",75,9,"",,,,Legs,"",
2025-03-15 14:57,2025-03-15 16:19,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-03-15 14:57,2025-03-15 16:19,"shoulder proof",15,11,"nice",,,,Shoulders,"",
2025-03-12 18:28,2025-03-12 19:59,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"trap 3 raise",10,11,"",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"seated gm",45,10,"wup",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"seated gm",65,4,"normal",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"seated gm",85,6,"hard, dont want to overdo it",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"seated gm",75,11,"good",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"seated gm",75,11,"good",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"forearm ",15,10,"ext flex good  honestly doesnt feel great",,,,Biceps,"",
