Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2024-03-17 22:21,2024-03-17 23:17,"banded calf raise for shin splints",2,12,"blue",,,,Legs,"",
2024-03-17 22:21,2024-03-17 23:17,"banded calf raise for shin splints",2,12,"",,,,Legs,"",
2024-03-17 22:21,2024-03-17 23:17,"banded calf raise for shin splints",2,12,"",,,,Legs,"",
2024-03-17 22:21,2024-03-17 23:17,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-17 22:21,2024-03-17 23:17,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-17 22:21,2024-03-17 23:17,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"tib raises",0,25,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"tib raises",0,25,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"Pull Up",0,10,"",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"Pull Up",0,7,"rpe 9.5",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"internal rotator cuff machine",1,10,"",,,,Shoulders,"",
2024-03-14 22:15,2024-03-14 23:03,"internal rotator cuff machine",1,10,"",,,,Shoulders,"",
2024-03-14 22:15,2024-03-14 23:03,"internal rotator cuff machine",1,10,"",,,,Shoulders,"",
2024-03-14 22:15,2024-03-14 23:03,"rdl",20,10,"great",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"rdl",40,10,"easy",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"rdl",45,10,"GOOD",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"Pulldowns",145,6,"rpe 9",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"Pulldowns",145,6,"rpe 9.5",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"Pulldowns",145,66,"rpe 9.5",,,,Back,"",
2024-03-14 22:15,2024-03-14 23:03,"banded calf raise for shin splints",1,12,"red",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"banded calf raise for shin splints",1,12,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"banded calf raise for shin splints",1,12,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-14 22:15,2024-03-14 23:03,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"tib raises",0,25,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"tib raises",0,25,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"Calf Raises",,,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"Calf Raises",,,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"bent calf raises",0,25,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"shoulder proof",15,12,"pretty ok,  10 x 10 lbs internal rotation on ground tough",,,,Shoulders,"",
2024-03-11 22:14,2024-03-11 22:45,"shoulder proof",15,12,"good 10 x 10 lbs internal rotation on ground rough",,,,Shoulders,"",
2024-03-11 22:14,2024-03-11 22:45,"shoulder proof",20,10,"10 x 10 lbs internal tough",,,,Shoulders,"",
2024-03-11 22:14,2024-03-11 22:45,"rdl",15,10,"great",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"rdl",35,10,"felt it slightly left hammy not painful tho",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"rdl",35,10,"GOOD",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"reverse flies",,,"",,,,Shoulders,"",
2024-03-11 22:14,2024-03-11 22:45,"reverse flies",,,"",,,,Shoulders,"",
2024-03-11 22:14,2024-03-11 22:45,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-11 22:14,2024-03-11 22:45,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"tib raises",0,25,"nromal",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"tib raises",0,25,"normal",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"tib raises",0,25,"",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"tib raises",0,25,"",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"Calf Raises",0,25,"sl",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"Calf Raises",0,25,"sl",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"bent calf raises",0,25,"two lega",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"shoulder proof",15,12,"pretty ok,  10 x 10 lbs internal rotation on ground tough",,,,Shoulders,"",
2024-03-09 22:05,2024-03-09 23:18,"shoulder proof",15,12,"good 10 x 10 lbs internal rotation on ground rough",,,,Shoulders,"",
2024-03-09 22:05,2024-03-09 23:18,"shoulder proof",15,12,"10 x 10 lbs internal first",,,,Shoulders,"",
2024-03-09 22:05,2024-03-09 23:18,"rdl",20,10,"great",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"rdl",30,10,"felt it slightly left hammy not painful tho",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"rdl",35,10,"GOOD",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"reverse flies",15,15,"",,,,Shoulders,"",
2024-03-09 22:05,2024-03-09 23:18,"reverse flies",15,15,"",,,,Shoulders,"",
2024-03-09 22:05,2024-03-09 23:18,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-09 22:05,2024-03-09 23:18,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"tib raises",0,25,"seated",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"tib raises",0,25,"far out seated",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"tib raises",0,25,"",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"tib raises",0,25,"",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"Calf Raises",0,25,"20 sl",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"Calf Raises",0,25,"20sl",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"Pull Up",0,10,"",,,,Back,"",
2024-03-07 22:08,2024-03-07 22:57,"Pull Up",0,10,"",,,,Back,"",
2024-03-07 22:08,2024-03-07 22:57,"Pull Up",0,10,"rpe 9.5",,,,Back,"",
2024-03-07 22:08,2024-03-07 22:57,"shoulder proof",15,10,"",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"shoulder proof",15,10,"pretty ok,  10 x 10 lbs internal rotation on ground first",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"shoulder proof",15,10,"10 x 10 lbs internal first",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"rdl",30,10,"",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"rdl",30,10,"felt it a bit left hammy",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"rdl",30,10,"good",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"reverse flies",15,12,"",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"reverse flies",15,15,"",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"reverse flies",15,15,"",,,,Shoulders,"",
2024-03-07 22:08,2024-03-07 22:57,"sl glute bridge",0,10,"",,,,Legs,"",
2024-03-07 22:08,2024-03-07 22:57,"sl glute bridge",0,10," ",,,,Legs,"",
2024-02-20 19:30,2024-02-20 20:32,"Bench Press",,,"testing stuff out,  8 x 135 paused 5 x 155 rpe 8  ",,,,Chest,"",
2024-02-20 19:30,2024-02-20 20:32,"lu raises",10,10,"feelsgood, tryna fix left shoulder external rotation stiff and pain",,,,Shoulders,"",
2024-02-20 19:30,2024-02-20 20:32,"lu raises",10,15,"easy",,,,Shoulders,"",
2024-02-20 19:30,2024-02-20 20:32,"lu raises",12.5,10,"ok",,,,Shoulders,"",
2024-02-20 19:30,2024-02-20 20:32,"Dips",0,15,"",,,,Triceps,"",
2024-02-20 19:30,2024-02-20 20:32,"Pull Up",0,10,"warmup",,,,Back,"",
2024-02-20 19:30,2024-02-20 20:32,"Pull Up",0,8,"rpe 9.5",,,,Back,"",
2024-02-20 19:30,2024-02-20 20:32,"Pull Up",,,"",,,,Back,"",
2024-02-13 10:30,2024-02-13 11:21,"sled mcgill",45,5,"back",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"sled mcgill",70,5,"backward then 1 back and forth",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"sled mcgill",90,6,"4 backward, then 2 x 115 lbs ",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"tib raises",0,25,"",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"tib raises",0,25,"na",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"bent calf raises",0,25,"sl",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"patrick step up",0,15,"warmup, slanted board low mcgill",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"patrick step up",40,25,"difficult but nice no pain",,,,Legs,"mcgill morning knee",
2024-02-13 10:30,2024-02-13 11:21,"patrick step up",0,12,"explosive nice w it",,,,Legs,"mcgill morning knee",
2024-02-08 13:53,2024-02-08 14:33,"sled mcgill",70,5,"back and forth mcgill",,,,Legs,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"sled mcgill",90,6,"backward, then 2 forward feelsgreat",,,,Legs,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"ATG split squat",,,"",,,,Legs,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"ATG split squat",45,10,"warmed up alr did 5 body weight right quad fatal rpe 9",,,,Legs,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"ATG split squat",45,10,"good rpe 8.5  right leg weak tho?",,,,Legs,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"shoulder proof",12.5,10,"",,,,Shoulders,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"shoulder proof",15,12,"",,,,Shoulders,"midday after swim mcgill",
2024-02-08 13:53,2024-02-08 14:33,"shoulder proof",15,12,"",,,,Shoulders,"midday after swim mcgill",
2024-01-30 22:26,2024-01-30 23:01,"side back extension",0,10,"",,,,Abs,"",
2024-01-30 22:26,2024-01-30 23:01,"side back extension",0,14,"",,,,Abs,"",
2024-01-30 22:26,2024-01-30 23:01,"side back extension",5,13,"",,,,Abs,"",
2024-01-30 22:26,2024-01-30 23:01,"side back extension",0,14,"",,,,Abs,"",
2024-01-30 22:26,2024-01-30 23:01,"Dips",0,12,"",,,,Triceps,"",
2024-01-30 22:26,2024-01-30 23:01,"Dips",0,18,"rpe 9",,,,Triceps,"",
2024-01-30 22:26,2024-01-30 23:01,"Dips",0,15,"rpe 9.5",,,,Triceps,"",
2024-01-30 22:26,2024-01-30 23:01,"Pull Up",0,10,"warmup",,,,Back,"",
2024-01-30 22:26,2024-01-30 23:01,"Pull Up",0,8,"rpe 9",,,,Back,"",
2024-01-30 22:26,2024-01-30 23:01,"Pull Up",0,5,"rpe 9.5",,,,Back,"",
2024-01-30 22:26,2024-01-30 23:01,"ATG split squat",0,10,"2 sets",,,,Legs,"",
2024-01-30 22:26,2024-01-30 23:01,"ATG split squat",40,10,"right quad fatal rpe 9",,,,Legs,"",
2024-01-30 22:26,2024-01-30 23:01,"ATG split squat",45,10,"good rpe 8.5",,,,Legs,"",
2024-01-30 22:26,2024-01-30 23:01,"banded tib knee lateral rotation",1,15,"",,,,Legs,"",
2024-01-30 22:26,2024-01-30 23:01,"banded tib knee lateral rotation",1,15,"",,,,Legs,"",
2024-01-26 17:13,2024-01-26 18:18,"Pull Up",0,10,"warmup",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"Pull Up",0,3,"rpe 9",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"Pull Up",0,4,"rpe 9.5",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"jpg",110,10,"",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"jpg",110,10,"",,,,Back,"",
2024-01-26 17:13,2024-01-26 18:18,"tib raises",0,25,"",,,,Legs,"",
2024-01-26 17:13,2024-01-26 18:18,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2024-01-26 17:13,2024-01-26 18:18,"bent calf raises",0,25,"5 last sl",,,,Legs,"",
2024-01-26 17:13,2024-01-26 18:18,"bent calf raises",0,25,"",,,,Legs,"",
2024-01-26 17:13,2024-01-26 18:18,"stretch",,,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"Pull Up",0,8,"",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"Pull Up",0,8,"rpe 9",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"Pull Up",0,6,"rpe 8",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"tib raises",0,25,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"Straight Leg Deadlifts",40,10,"dbs wrrmup",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"Straight Leg Deadlifts",65,8,"dbs pretty slow tempo",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"Straight Leg Deadlifts",65,8,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"bent calf raises",0,25,"5 last sl",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"bent calf raises",0,25,"15 first sl",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"patrick step up",0,20,"warmup, cranky left",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"patrick step up",30,22,"front sq ok ",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"patrick step up",40,25,"nice",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"patrick step up",0,11,"kinda explosive left knee p it",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"Seated Row",130,10,"rpe 9",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"Seated Row",130,10,"rpe 9.5",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"Seated Row",130,6,"tired as f",,,,Back,"",
2024-01-21 22:10,2024-01-21 23:03,"banded tib knee lateral rotation",1,25,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-21 22:10,2024-01-21 23:03,"side back extension",0,10,"",,,,Abs,"",
2024-01-21 22:10,2024-01-21 23:03,"side back extension",0,12,"",,,,Abs,"",
2024-01-21 22:10,2024-01-21 23:03,"side back extension",0,14,"",,,,Abs,"",
2024-01-21 22:10,2024-01-21 23:03,"side back extension",0,14,"",,,,Abs,"",
2024-01-21 22:10,2024-01-21 23:03,"stretch",,,"",,,,Legs,"",
2024-01-16 09:41,2024-01-16 10:07,"sprints",,,"17.76 warmup 17.65 warmup",,100,,Cardio,"",
2024-01-16 09:41,2024-01-16 10:07,"sprints",,,"14.84 ",,100,,Cardio,"",
2024-01-16 09:41,2024-01-16 10:07,"sprints",,,"15.15",,100,,Cardio,"",
2024-01-16 09:41,2024-01-16 10:07,"sprints",,,"",,,,Cardio,"",
2024-01-13 21:45,2024-01-13 23:00,"Pull Up",0,8,"",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"Pull Up",0,10,"rpe 9.5",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"Pull Up",0,8,"rpe 9.5",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"Pull Up",0,3,"rpe 9.5",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"tib raises",0,25,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"seated gm",40,15,"",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"seated gm",60,8,"pretty ayt a lil rusty",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"seated gm",60,10,"np",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"seated gm",60,10,"ok",,,,Back,"",
2024-01-13 21:45,2024-01-13 23:00,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"stretch",,,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"patrick step up",0,15,"warmup, cranky",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"patrick step up",30,15,"front sq ok ",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"patrick step up",40,25,"ncie",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"patrick step up",0,25,"great",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"banded tib knee lateral rotation",1,25,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"banded tib knee lateral rotation",1,25,"",,,,Legs,"",
2024-01-13 21:45,2024-01-13 23:00,"side back extension",0,5,"",,,,Abs,"",
2024-01-13 21:45,2024-01-13 23:00,"side back extension",0,8,"",,,,Abs,"",
2024-01-13 21:45,2024-01-13 23:00,"side back extension",0,12,"",,,,Abs,"",
2024-01-13 21:45,2024-01-13 23:00,"side back extension",0,12,"",,,,Abs,"",
2024-01-11 13:35,2024-01-11 13:58,"sprints",,,"18.27 warmup",,100,,Cardio,"",
2024-01-11 13:35,2024-01-11 13:58,"sprints",,,"16.08",,100,,Cardio,"",
2024-01-11 13:35,2024-01-11 13:58,"sprints",,,"16.11 ",,100,,Cardio,"",
2024-01-11 13:35,2024-01-11 13:58,"sprints",,,"19.76 monkaS",,100,,Cardio,"",
2024-01-11 13:35,2024-01-11 13:58,"sprints",,,"",,,,Cardio,"",
2024-01-11 13:35,2024-01-11 13:58,"stretch",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"tib raises",0,25,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"patrick step up",0,25,"2 sets",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"patrick step up",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"patrick step up",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"patrick step up",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"banded tib knee lateral rotation",1,25,"1 for red, 2 as  sets",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"banded tib knee lateral rotation",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"stretch",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"pushup",0,20,"",,,,Chest,"",
2024-01-08 23:35,2024-01-08 23:56,"pushup",0,20,"",,,,Chest,"",
2024-01-08 23:35,2024-01-08 23:56,"pushup",0,20,"",,,,Chest,"",
2024-01-08 23:35,2024-01-08 23:56,"ATG split squat",0,10,"2 sets",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"ATG split squat",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"ATG split squat",,,"",,,,Legs,"",
2024-01-08 23:35,2024-01-08 23:56,"ATG split squat",,,"",,,,Legs,"",
2024-01-05 13:15,2024-01-05 13:46,"sprints",,,"16.21 warmup",,100,,Cardio,"",
2024-01-05 13:15,2024-01-05 13:46,"sprints",,,"15. warmup",,100,,Cardio,"",
2024-01-05 13:15,2024-01-05 13:46,"sprints",,,"13.09 ",,100,,Cardio,"",
2024-01-05 13:15,2024-01-05 13:46,"sprints",,,"12.68 iswear its fake LOL lane 5s",,100,,Cardio,"",
2024-01-05 13:15,2024-01-05 13:46,"sprints",,,"14.75 lane 2 more like it",,100,,Cardio,"",
2023-12-09 08:19,2023-12-09 09:35,"tib raises",0,25,"",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"patrick step up",0,15,"",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"patrick step up",45,14,"front squat goly duck",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"patrick step up",45,22,"NICE",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"patrick step up",0,26,"good, right cruising, not flying, compared to left ",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"banded tib knee lateral rotation",1,25,"1 for red",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"banded tib knee lateral rotation",2,15,"2 - black too hard yikes needa chill",,,,Legs,"",
2023-12-09 08:19,2023-12-09 09:35,"stretch",,,"",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Squat",44,10,"normal",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Squat",44,10,"normal",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Squat",44,10,"normal",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Lunges",0,10,"",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Lunges",0,10,"",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"Lunges",45,5,"",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"push up pos knee extension",0,5,"left hella wobbly 5th, rpe 10 before pain",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"banded tib knee lateral rotation",1,25,"1 for red",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"banded tib knee lateral rotation",1,20,"",,,,Legs,"",
2023-12-02 09:50,2023-12-02 10:19,"banded tib knee lateral rotation",2,20,"2 for black",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"smith bb inc bench",66,8,"",,,,Chest,"",
2023-11-29 06:11,2023-11-29 07:18,"smith bb inc bench",110,4,"rpe 8",,,,Chest,"",
2023-11-29 06:11,2023-11-29 07:18,"smith bb inc bench",110,4,"rpe 8.5",,,,Chest,"",
2023-11-29 06:11,2023-11-29 07:18,"smith bb inc bench",110,4,"rpe 9.5  into 4 x 88 lbs",,,,Chest,"",
2023-11-29 06:11,2023-11-29 07:18,"tib raises",0,25,"",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"patrick step up",0,15,"",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"patrick step up",45,12,"front squat goly duck",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"patrick step up",45,18,"",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"patrick step up",0,25,"good, right flying compared to left tho lol",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"banded tib knee lateral rotation",1,20,"1 for red",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"banded tib knee lateral rotation",1,20,"",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"banded tib knee lateral rotation",1,25,"",,,,Legs,"",
2023-11-29 06:11,2023-11-29 07:18,"stretch",,,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"Incline Bench Press",135,7,"pause rpe 9.5",,,,Chest,"",
2023-11-26 22:07,2023-11-26 23:02,"Incline Bench Press",135,7,"pause rpe 9.5",,,,Chest,"",
2023-11-26 22:07,2023-11-26 23:02,"Incline Bench Press",135,5,"pause rpe 9.5",,,,Chest,"",
2023-11-26 22:07,2023-11-26 23:02,"Incline Bench Press",0,0,"bar warmup x 12 40 kg x 8 warmup 60 kg x 3  ",,,,Chest,"",
2023-11-26 22:07,2023-11-26 23:02,"Pull Up",0,10,"",,,,Back,"",
2023-11-26 22:07,2023-11-26 23:02,"Pull Up",0,10,"",,,,Back,"",
2023-11-26 22:07,2023-11-26 23:02,"Pull Up",0,8,"rpe 9.5",,,,Back,"",
2023-11-26 22:07,2023-11-26 23:02,"Pull Up",0,0,"warm up 6 reps",,,,Back,"",
2023-11-26 22:07,2023-11-26 23:02,"tib raises",0,25,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"tib raises",0,25,"22 prty far ",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"Lunges",45,12,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"Lunges",55,12,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",45,10,"",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",65,5,"",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",77,7,"rpe 9",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",77,8,"rpe 9.5",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",77,4,"rpe 9.5 into  6 x 55 lbs",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"Barbell shoulder press",,,"",,,,Shoulders,"",
2023-11-26 22:07,2023-11-26 23:02,"banded tib knee lateral rotation",1,20,"1 for red",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"banded tib knee lateral rotation",1,20,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"banded tib knee lateral rotation",1,23,"",,,,Legs,"",
2023-11-26 22:07,2023-11-26 23:02,"stretch",,,"",,,,Legs,"",
2023-11-25 06:40,2023-11-25 07:56,"smith bb inc bench",66,8,"",,,,Chest,"",
2023-11-25 06:40,2023-11-25 07:56,"smith bb inc bench",110,2,"into 3 x 88 lbs",,,,Chest,"",
2023-11-25 06:40,2023-11-25 07:56,"smith bb inc bench",88,7,"rpe 9.5",,,,Chest,"",
2023-11-25 06:40,2023-11-25 07:56,"smith bb inc bench",88,6,"rpe 9.5",,,,Chest,"",
2023-11-25 06:40,2023-11-25 07:56,"Pull Up",0,8,"",,,,Back,"",
2023-11-25 06:40,2023-11-25 07:56,"Pull Up",0,10,"",,,,Back,"",
2023-11-25 06:40,2023-11-25 07:56,"Pull Up",0,8,"rpe 9",,,,Back,"",
2023-11-25 06:40,2023-11-25 07:56,"tib raises",0,25,"",,,,Legs,"",
2023-11-25 06:40,2023-11-25 07:56,"tib raises",0,25,"20 prty far ",,,,Legs,"",
2023-11-25 06:40,2023-11-25 07:56,"seated gm",44,15,"",,,,Back,"",
2023-11-25 06:40,2023-11-25 07:56,"seated gm",66,8,"",,,,Back,"",
